university,prof_title,first_lesson,second_lesson,total_grant,full_kz,full_ru,full_en,shortened_kz,shortened_ru
South Kazakhstan State University named after M.O. Auezov,Geography,Biology,Geography,20,15,5,0,0,0
East Kazakhstan State University named after S. Amanzholov,Geography-History,The World History,Geography,190,143,47,0,0,0
Caspian State University of Technology and Engineering named after S. Yesenov,Geology and exploration of mineral deposits,Maths,Physics,300,210,70,0,15,5
Mangistau University of Humanities and Technology,Geology and exploration of mineral deposits,Maths,Physics,300,210,70,0,15,5
Aktobe University S. Baisheva,Geology and exploration of mineral deposits,Maths,Physics,300,210,70,0,15,5
Kazakh National Research Technical University named after K.I.Satpayev,Geology and exploration of mineral deposits,Maths,Physics,300,210,70,0,15,5
Kazakh-British Technical University,Geology and exploration of mineral deposits,Maths,Physics,300,210,70,0,15,5
Caspian Public University,Geology and exploration of mineral deposits,Maths,Physics,300,210,70,0,15,5
Central Asian University,Geology and exploration of mineral deposits,Maths,Physics,300,210,70,0,15,5
Atyrau University of Oil and Gas,Geology and exploration of mineral deposits,Maths,Physics,300,210,70,0,15,5
Zhezkazgan University named after O. A. Baikonurov,Geology and exploration of mineral deposits,Maths,Physics,300,210,70,0,15,5
Karaganda State Technical University,Geology and exploration of mineral deposits,Maths,Physics,300,210,70,0,15,5
East Kazakhstan State Technical University named after D. Serikbayev,Geology and exploration of mineral deposits,Maths,Physics,300,210,70,0,15,5
Kazakh National Academy of Arts named after T.K. Zhurgenov,Graphic arts,Creative exam,Creative exam,7,5,2,0,0,0
Kazakh National Pedagogical University named after Abay,Graphic arts,Creative exam,Creative exam,7,5,2,0,0,0
International Kazakh-Turkish University named after H.A. Yassavi,Graphic arts,Creative exam,Creative exam,7,5,2,0,0,0
Regional Social Innovation University,Graphic arts,Creative exam,Creative exam,7,5,2,0,0,0
Almaty University of Energy and Communications,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Kazakh National Agrarian University,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Kazakh National Research Technical University named after K.I.Satpayev,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Al-Farabi Kazakh National University,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Kazakh-German University,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Kazakh Agrotechnical University named after S. Seifullin,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Karaganda State Technical University,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Karaganda State University named after E. A. Buketov,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Temirtau,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Kostanay Engineering and Economic University named after M. Dulatov,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Innovative Eurasian University,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Pavlodar State University named after S. Toraigyrov,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Rudny Industrial Institute,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Shakarim Semey State University,Heat power engineering,Maths,Physics,790,536,179,0,56,19
East Kazakhstan State Technical University named after D. Serikbayev,Heat power engineering,Maths,Physics,790,536,179,0,56,19
South Kazakhstan State University named after M.O. Auezov,Heat power engineering,Maths,Physics,790,536,179,0,56,19
Aktobe State Regional University named after K.Zhubanov,History-Religious Studies,The World History,Man. Society. Right,190,143,47,0,0,0
South Kazakhstan State Pedagogical Institute,History-Religious Studies,The World History,Man. Society. Right,190,143,47,0,0,0
Kazakh National Agrarian University,Horticulture,Biology,Chemistry,15,38,12,0,0,0
Kazakhstan Engineering and Technology University,Horticulture,Biology,Chemistry,15,38,12,0,0,0
Kazakh National Agrarian University,Hunting and fur farming,Biology,Geography,13,23,7,0,0,0
Kazakh Agrotechnical University named after S. Seifullin,Hunting and fur farming,Biology,Geography,13,23,7,0,0,0
Shakarim Semey State University,Hunting and fur farming,Biology,Geography,13,23,7,0,0,0
East Kazakhstan State University named after S. Amanzholov,Hunting and fur farming,Biology,Geography,13,23,7,0,0,0
Al-Farabi Kazakh National University,Hydrology,Maths,Geography,120,90,13,0,0,0
Eurasian National University named after L. N. Gumilyov,Hydrology,Maths,Geography,120,90,13,0,0,0
Almaty University of Energy and Communications,Information Security Systems,Maths,Physics,276,207,69,0,0,0
Kazakh National Research Technical University named after K.I.Satpayev,Information Security Systems,Maths,Physics,276,207,69,0,0,0
International University of Information Technology,Information Security Systems,Maths,Physics,276,207,69,0,0,0
Eurasian National University named after L. N. Gumilyov,Information Security Systems,Maths,Physics,276,207,69,0,0,0
Caspian State University of Technology and Engineering named after S. Yesenov,Information Systems,Maths,Physics,1530,989,329,0,159,15
Aktobe State Regional University named after K.Zhubanov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Aktobe University S. Baisheva,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh-Russian International University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Almaty Academy of Economics and Statistics,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Almaty Technological University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Almaty University of Energy and Communications,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Almaty Management University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh Automobile and Road Academy named after L. Goncharov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh Academy of Transport and Communications named after M. Tynyshpayev,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh Academy of Labor and Social Relations,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh State Women's Pedagogical University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh National Agrarian University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh National Research Technical University named after K.I.Satpayev,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh National Pedagogical University named after Abay,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Al-Farabi Kazakh National University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh University of Railways,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh-British Technical University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh-German University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
International University of Information Technology,Information Systems,Maths,Physics,1530,989,329,0,159,1530
University of Narxoz,Information Systems,Maths,Physics,1530,989,329,0,159,1530
University of Turan,Information Systems,Maths,Physics,1530,989,329,0,159,1530
University named after Suleiman Demirel,Information Systems,Maths,Physics,1530,989,329,0,159,1530
University of International Business,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Central Asian University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Eurasian National University named after L. N. Gumilyov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh Agrotechnical University named after S. Seifullin,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh University of Technology and Business,Information Systems,Maths,Physics,1530,989,329,0,159,1530
"Kazakh University of Economics, Finance and International Trade",Information Systems,Maths,Physics,1530,989,329,0,159,1530
Astana University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
"University ""Turan — Astana""",Information Systems,Maths,Physics,1530,989,329,0,159,1530
Financial Academy,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Atyrau State University named after H. Dosmukhamedov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Atyrau University of Oil and Gas,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Karaganda Academy of the Ministry of Internal Affairs of the Republic of Kazakhstan named after B. Beisenov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Karaganda State Technical University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Karaganda State University named after E. A. Buketov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Karaganda Economic University of Kazpotrebsoyuz,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Central Kazakhstan Academy,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Humanitarian Technical Academy,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kokshetau State University named after Sh. Ualikhanov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kokshetau University named after A. Myrzakhmetov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kostanay State University named after A. Baitursynov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kostanay Engineering and Economic University named after M. Dulatov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kostanay socio-technical university named after Z. Aldamzhar,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kyzylorda State University named after Korkyt Ata,Information Systems,Maths,Physics,1530,989,329,0,159,1530
University Bolashak,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Innovative Eurasian University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Pavlodar State University named after S. Toraigyrov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Rudny Industrial Institute,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Shakarim Semey State University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Academy of Economics and Law named after O. A. Dzholdasbekov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Zhetysu State University named after I. Zhansugurov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Taraz State University named after M. Dulati,Information Systems,Maths,Physics,1530,989,329,0,159,1530
International Kazakh-Turkish University named after H.A. Yassavi,Information Systems,Maths,Physics,1530,989,329,0,159,1530
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,Information Systems,Maths,Physics,1530,989,329,0,159,1530
West Kazakhstan State University named after M. Utemisov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
West Kazakhstan Innovation and Technology University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakhstan University of Innovation and Telecommunication Systems,Information Systems,Maths,Physics,1530,989,329,0,159,1530
East Kazakhstan State Technical University named after D. Serikbayev,Information Systems,Maths,Physics,1530,989,329,0,159,1530
East Kazakhstan State University named after S. Amanzholov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh-American Free University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakhstan Engineering and Pedagogical University of Friendship of Peoples,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Regional Social Innovation University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Miras University,Information Systems,Maths,Physics,1530,989,329,0,159,1530
South Kazakhstan State University named after M.O. Auezov,Information Systems,Maths,Physics,1530,989,329,0,159,1530
Kazakh National Conservatory named after Kurmangazy,Instrumental performance,Creative exam,Creative exam,7,5,2,0,0,0
Kazakh National University of Arts,Instrumental performance,Creative exam,Creative exam,7,5,2,0,0,0
Pavlodar State University named after S. Toraigyrov,Instrumental performance,Creative exam,Creative exam,7,5,2,0,0,0
West Kazakhstan State University named after M. Utemisov,Instrumental performance,Creative exam,Creative exam,7,5,2,0,0,0
South Kazakhstan State University named after M.O. Auezov,Instrumental performance,Creative exam,Creative exam,7,5,2,0,0,0
Almaty University of Energy and Communications,Instrumentation,Maths,Physics,290,218,72,0,0,0
Kazakh National Pedagogical University named after Abay,Instrumentation,Maths,Physics,290,218,72,0,0,0
Karaganda State Technical University,Instrumentation,Maths,Physics,290,218,72,0,0,0
Karaganda State University named after E. A. Buketov,Instrumentation,Maths,Physics,290,218,72,0,0,0
Pavlodar State University named after S. Toraigyrov,Instrumentation,Maths,Physics,290,218,72,0,0,0
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,Instrumentation,Maths,Physics,290,218,72,0,0,0
East Kazakhstan State Technical University named after D. Serikbayev,Instrumentation,Maths,Physics,290,218,72,0,0,0
Almaty Academy of the Ministry of Internal Affairs of the Republic of Kazakhstan named after Makan Yesbulatov,International law,The World History,Man. Society. Right,35,26,9,0,0,0
Eurasian Law Academy named after D. Kunaev,International law,The World History,Man. Society. Right,35,26,9,0,0,0
Kazakh National Pedagogical University named after Abay,International law,The World History,Man. Society. Right,35,26,9,0,0,0
Al-Farabi Kazakh National University,International law,The World History,Man. Society. Right,35,26,9,0,0,0
Kazakh University of International Relations and World Languages ​​named after Abylay Khan,International law,The World History,Man. Society. Right,35,26,9,0,0,0
"Kazakhstan Institute of Management, Economics and FRudnycasting",International law,The World History,Man. Society. Right,35,26,9,0,0,0
